customer_id,age,gender,location,monthly_income,monthly_emi_outflow,current_outstanding,credit_utilization_ratio,num_open_loans,repayment_history_score,dpd_last_3_months,num_hard_inquiries_last_6m,recent_credit_card_usage,recent_loan_disbursed_amount,total_credit_limit,months_since_last_default,target_credit_score_movement
CUST_RND_1386,64,Male,Semi-Urban,56302,93583,178610,0.72,0,18,11,2,73391,22816,381852,17,decrease
CUST_RND_895,59,Male,Semi-Urban,43307,111988,42104,0.35,4,67,97,1,60045,51326,99000,18,stable
CUST_RND_1281,21,Female,Urban,29536,116846,144032,0.14,5,65,95,9,73762,4949,183540,5,increase
CUST_INC_1523,24,Female,Urban,85897,11411,79877,0.11,1,99,8,1,44517,32898,196764,35,increase
CUST_STB_6493,46,Male,Urban,121476,53791,699283,0.4,4,58,16,1,25630,47061,277032,22,stable
CUST_DEC_4737,44,Female,Rural,52196,36110,938860,0.84,2,33,57,3,22178,26609,126306,9,decrease
CUST_INC_1029,40,Male,Rural,47387,8641,51846,0.24,1,97,1,0,35543,36744,111597,32,increase
CUST_DEC_2658,35,Female,Urban,120037,81431,2768654,0.93,4,25,80,4,41392,10402,131892,9,decrease
CUST_INC_2171,23,Male,Urban,83460,3746,26222,0.3,2,99,6,1,17196,48955,314631,29,increase
CUST_STB_6012,59,Male,Urban,105053,37997,303976,0.48,3,61,11,1,29965,28500,374986,18,stable
CUST_STB_5550,44,Male,Urban,74085,29484,412776,0.49,2,45,23,2,10042,20419,229157,17,stable
CUST_STB_5653,38,Male,Urban,43869,21391,256692,0.42,3,53,19,2,14424,34094,204544,12,stable
CUST_STB_1088,63,Male,Urban,65156,30257,242056,0.49,2,50,26,2,39654,39239,155904,12,stable
CUST_STB_5473,48,Male,Urban,54309,21506,150542,0.46,4,60,13,1,23132,2674,224681,17,stable
CUST_DEC_2115,26,Male,Urban,69318,58548,1405152,0.88,4,40,40,6,14706,35987,334906,6,decrease
CUST_STB_3387,24,Male,Rural,22640,7952,55664,0.42,4,61,20,1,20201,34536,113328,18,stable
CUST_INC_1026,57,Male,Urban,100069,14133,84798,0.25,3,94,1,1,29101,20234,286592,33,increase
CUST_RND_42,61,Male,Semi-Urban,35727,30218,333719,0.32,7,12,46,0,71670,17487,70499,35,decrease
CUST_STB_9817,54,Female,Semi-Urban,42892,19413,194130,0.46,3,48,24,2,36256,44987,181822,16,stable
CUST_DEC_2580,50,Female,Urban,103795,98827,2964810,0.78,2,4,58,7,17348,665,115039,6,decrease
CUST_DEC_930,43,Female,Urban,97524,59234,1184680,0.98,2,2,53,3,26219,8830,315014,7,decrease
CUST_STB_1960,60,Female,Urban,71594,31279,375348,0.49,4,64,19,2,31238,39091,166421,19,stable
CUST_DEC_3913,21,Female,Urban,110915,108664,2825264,0.74,3,4,56,7,45525,14608,335783,10,decrease
CUST_RND_316,40,Female,Urban,65376,36625,140102,0.82,1,71,86,1,2682,83262,294627,10,increase
CUST_DEC_3841,28,Male,Urban,126308,79362,2698308,0.95,3,44,87,3,7396,8667,171051,6,decrease
CUST_STB_8404,54,Female,Urban,69447,27154,461618,0.41,1,59,28,1,18892,45202,223434,15,stable
CUST_STB_8890,63,Male,Urban,67550,29412,176472,0.42,4,59,29,1,18057,6833,279986,16,stable
CUST_STB_12537,36,Female,Rural,42786,17443,279088,0.46,3,56,15,2,47269,42591,80232,22,stable
CUST_INC_5173,38,Female,Rural,58610,1103,5515,0.3,4,85,3,0,35432,23517,131017,24,increase
CUST_STB_10822,37,Male,Urban,118822,47410,426690,0.44,4,45,26,2,17188,35204,207447,15,stable
CUST_RND_383,54,Male,Urban,32161,6312,119790,0.17,7,51,2,6,84573,29692,392967,27,stable
CUST_INC_5163,21,Male,Urban,65520,10508,84064,0.27,3,92,3,1,17268,9271,102544,34,increase
CUST_RND_1838,49,Male,Urban,26364,101550,180363,0.44,5,67,57,6,63198,7417,383954,36,stable
CUST_INC_4107,64,Female,Semi-Urban,78204,14533,101731,0.17,3,93,1,0,33020,44180,107791,24,increase
CUST_DEC_2042,41,Female,Urban,85851,57372,975324,1.0,2,4,50,7,37771,2261,217881,10,decrease
CUST_STB_281,59,Male,Semi-Urban,53454,25764,360696,0.46,1,57,28,1,35750,10576,130404,14,stable
CUST_INC_3002,26,Male,Rural,65507,4192,8384,0.11,3,95,1,0,49524,6044,159336,33,increase
CUST_DEC_1221,33,Female,Semi-Urban,53708,50290,1709860,0.75,1,12,88,4,49746,25439,229765,11,decrease
CUST_STB_5246,59,Male,Semi-Urban,53457,23812,238120,0.49,3,46,13,1,38180,7606,241571,22,stable
CUST_DEC_1007,60,Female,Rural,73481,49045,588540,0.83,1,19,83,7,18276,37931,164445,6,decrease
CUST_STB_2142,26,Male,Semi-Urban,95114,35255,599335,0.43,3,54,18,1,31730,34782,231961,19,stable
CUST_STB_5565,51,Female,Semi-Urban,41810,19883,159064,0.44,4,45,16,1,32149,49238,195099,12,stable
CUST_STB_6650,30,Male,Urban,51288,24550,319150,0.41,2,49,15,1,5535,16637,177252,19,stable
CUST_STB_9346,34,Male,Rural,26457,11434,182944,0.49,2,59,14,1,13290,37026,97269,20,stable
CUST_STB_3411,58,Female,Semi-Urban,91304,37720,339480,0.44,1,45,22,2,32895,26727,76663,20,stable
CUST_DEC_3980,39,Female,Urban,115015,92801,2134423,0.73,2,28,73,7,28053,837,210661,8,decrease
CUST_STB_2223,26,Male,Urban,45664,17861,285776,0.41,3,46,22,2,36113,36074,188859,12,stable
CUST_STB_10912,54,Male,Urban,94266,36564,255948,0.41,4,57,23,2,40600,9510,373571,19,stable
CUST_DEC_61,25,Female,Urban,144879,136513,1911182,0.75,4,48,40,3,11409,42719,192467,7,decrease
CUST_INC_1129,38,Male,Urban,125794,4247,21235,0.14,1,98,3,1,30338,9153,144206,29,increase
CUST_STB_12485,45,Female,Semi-Urban,97840,41074,328592,0.41,2,60,15,2,10280,49345,106999,23,stable
CUST_DEC_2192,23,Female,Semi-Urban,75189,63064,945960,1.0,4,16,74,6,8697,41308,82315,8,decrease
CUST_DEC_3628,31,Male,Urban,132345,91638,2932416,0.95,3,8,60,7,29170,44558,202791,11,decrease
CUST_INC_4543,30,Female,Semi-Urban,53578,1950,7800,0.21,4,89,4,0,46266,37414,227473,35,increase
CUST_STB_9376,57,Female,Urban,75535,28086,224688,0.49,1,50,19,1,34739,44982,114061,17,stable
CUST_INC_1624,23,Male,Urban,48281,8977,35908,0.11,3,93,7,1,35124,24765,163512,28,increase
CUST_INC_142,48,Male,Semi-Urban,25706,2663,15978,0.19,1,87,7,0,9108,43071,144851,32,increase
CUST_INC_790,51,Female,Semi-Urban,69288,12552,25104,0.19,3,86,6,1,25008,40689,111091,33,increase
CUST_INC_3969,55,Male,Semi-Urban,44808,6860,41160,0.29,2,93,5,1,23806,45143,71991,26,increase
CUST_INC_1518,55,Female,Rural,68847,11105,88840,0.1,2,87,0,1,48200,30494,97138,31,increase
CUST_STB_11468,47,Male,Urban,48145,21492,257904,0.44,2,63,19,1,42293,11807,221034,23,stable
CUST_STB_5378,31,Female,Urban,78293,34927,209562,0.4,3,61,26,2,36039,29593,220521,12,stable
CUST_STB_3549,52,Female,Urban,108079,42605,383445,0.42,4,55,10,2,25089,33284,316851,13,stable
CUST_INC_5056,62,Male,Rural,68158,6079,48632,0.29,1,91,2,1,8751,25748,62475,31,increase
CUST_DEC_2498,39,Male,Rural,22907,21535,775260,0.75,3,13,35,5,8592,12340,135149,8,decrease
CUST_INC_1377,55,Male,Rural,56856,3967,23802,0.16,4,87,7,1,29299,22699,90539,25,increase
CUST_STB_4570,46,Female,Rural,72301,34631,450203,0.42,2,48,11,2,27702,711,104042,15,stable
CUST_DEC_2820,63,Female,Semi-Urban,71801,45474,682110,0.87,4,1,48,4,8270,3,125702,10,decrease
CUST_INC_3311,54,Female,Urban,41897,6421,44947,0.13,1,92,2,1,17875,22607,186251,25,increase
CUST_DEC_3,42,Female,Semi-Urban,64375,44926,898520,0.75,2,2,51,7,35327,22957,170996,9,decrease
CUST_DEC_3875,57,Female,Rural,34981,30252,907560,0.97,4,24,81,5,19006,46359,80495,7,decrease
CUST_STB_739,24,Female,Urban,137596,63860,766320,0.49,1,58,25,1,47249,28341,122419,13,stable
CUST_INC_4957,35,Female,Rural,20465,4045,24270,0.12,1,88,5,1,25676,32896,132059,24,increase
CUST_STB_5639,46,Male,Urban,112222,40632,365688,0.43,3,61,19,1,44566,21936,238474,16,stable
CUST_STB_1057,57,Male,Urban,110897,39454,670718,0.45,3,56,12,2,42321,21309,256547,17,stable
CUST_DEC_2002,37,Male,Semi-Urban,35056,30444,456660,0.91,3,23,67,7,46198,19551,204204,6,decrease
CUST_DEC_686,25,Female,Semi-Urban,53197,32130,1124550,0.82,3,20,72,5,32966,40298,110093,7,decrease
CUST_STB_10981,43,Female,Urban,124342,61099,977584,0.44,2,48,11,1,7420,34676,261974,14,stable
CUST_INC_2305,62,Male,Urban,96762,17400,69600,0.23,4,90,9,1,35290,541,191127,24,increase
CUST_INC_115,39,Female,Semi-Urban,96477,12177,97416,0.23,2,90,8,1,43631,44370,172130,36,increase
CUST_DEC_2951,63,Female,Semi-Urban,85879,76757,2072439,0.82,2,9,71,4,47398,49701,228587,8,decrease
CUST_STB_9656,46,Male,Semi-Urban,82423,40980,327840,0.46,3,48,20,2,13788,31916,235778,22,stable
CUST_STB_9135,57,Male,Semi-Urban,57331,27746,277460,0.46,4,59,25,1,13299,38223,119192,21,stable
CUST_INC_2689,46,Male,Urban,85513,12774,25548,0.2,2,97,3,1,17223,20420,327971,29,increase
CUST_RND_300,55,Male,Semi-Urban,110662,12518,124688,0.44,7,64,99,0,44319,82656,186986,21,increase
CUST_DEC_4548,57,Male,Urban,91394,70830,2124900,0.83,4,38,32,3,46164,22350,203833,9,decrease
CUST_STB_35,25,Male,Urban,99638,39122,234732,0.44,2,49,23,2,35445,13245,316139,16,stable
CUST_STB_9393,39,Male,Rural,61560,29277,204939,0.45,3,55,28,1,24861,45845,172763,15,stable
CUST_RND_875,41,Male,Rural,53018,16274,152817,0.11,4,0,63,4,70677,39922,211194,25,stable
CUST_DEC_3265,56,Female,Semi-Urban,76144,58363,700356,0.91,3,31,77,6,10430,33876,131400,11,decrease
CUST_INC_411,64,Male,Urban,89218,10192,40768,0.17,1,94,8,1,46814,34646,200183,31,increase
CUST_RND_847,34,Female,Semi-Urban,53097,69591,27939,0.32,2,91,51,3,41918,4491,357717,11,decrease
CUST_STB_9729,62,Female,Urban,98837,41448,538824,0.47,3,47,10,2,11247,4438,140226,21,stable
CUST_INC_1915,40,Female,Semi-Urban,42355,6124,12248,0.2,3,85,3,1,11610,33197,221254,25,increase
CUST_STB_10419,22,Female,Urban,124875,61228,612280,0.49,3,46,20,2,38061,45289,351469,23,stable
CUST_STB_627,53,Male,Urban,61602,27633,221064,0.42,3,64,11,1,45164,24207,242182,20,stable
CUST_STB_1645,37,Male,Semi-Urban,51622,19372,116232,0.41,1,50,18,1,10465,16882,107701,21,stable
CUST_DEC_521,22,Female,Semi-Urban,57307,43796,1532860,0.96,1,40,74,7,49893,20768,126304,8,decrease
CUST_STB_1428,62,Female,Urban,70085,24969,149814,0.45,1,52,16,1,28999,3436,136163,21,stable
CUST_STB_6706,50,Male,Urban,81128,28964,260676,0.4,4,50,29,1,9191,33557,340713,12,stable
CUST_STB_602,43,Female,Semi-Urban,79362,37061,667098,0.43,4,64,24,2,33324,24624,116497,12,stable
CUST_INC_3104,22,Male,Urban,69379,3398,10194,0.23,1,98,7,1,18886,24266,164130,36,increase
CUST_DEC_3063,61,Female,Rural,60049,56867,1933478,0.81,1,10,65,4,25281,14674,146105,7,decrease
CUST_STB_2871,61,Female,Semi-Urban,30174,14247,142470,0.45,2,48,27,2,41180,29799,213759,13,stable
CUST_STB_10712,21,Female,Urban,54229,21465,171720,0.47,1,49,25,2,49154,13065,302389,21,stable
CUST_RND_200,32,Male,Semi-Urban,59512,33358,181202,0.57,2,97,38,7,52515,69498,289468,26,decrease
CUST_STB_2172,33,Female,Rural,37718,18598,241774,0.45,1,61,15,1,7400,9609,99823,14,stable
CUST_DEC_2264,37,Male,Urban,94792,89532,1342980,0.84,3,44,84,3,11172,6627,309475,10,decrease
CUST_DEC_3682,23,Male,Urban,100203,78652,2516864,0.99,3,40,89,4,42797,10474,312879,6,decrease
CUST_STB_11027,59,Female,Urban,141975,52228,887876,0.42,4,61,15,2,23607,3567,227289,12,stable
CUST_STB_5573,62,Male,Semi-Urban,61774,28520,513360,0.42,4,62,29,1,22321,6239,214583,14,stable
CUST_STB_10629,33,Female,Urban,41861,16138,258208,0.5,4,56,24,2,26897,26049,201025,15,stable
CUST_DEC_4738,33,Female,Urban,48336,41517,664272,0.95,3,34,55,7,26649,46419,350051,9,decrease
CUST_DEC_1164,43,Male,Urban,137650,78034,1872816,0.94,2,14,73,7,17185,48699,372095,10,decrease
CUST_INC_1610,26,Female,Urban,121719,24197,169379,0.29,4,99,0,1,14403,22231,342439,32,increase
CUST_STB_12699,24,Female,Urban,64434,26355,237195,0.42,4,52,13,2,31431,30957,311115,21,stable
CUST_DEC_3246,31,Male,Urban,67451,60335,2172060,0.77,3,7,61,7,46018,28163,139849,11,decrease
CUST_INC_1093,24,Female,Urban,149989,21321,85284,0.26,4,88,0,1,47011,40252,168853,31,increase
CUST_INC_3131,30,Female,Urban,131195,25069,150414,0.12,4,99,4,1,31180,38674,196585,24,increase
CUST_DEC_3779,24,Female,Urban,40729,31319,751656,0.99,3,21,33,5,6014,27767,122381,9,decrease
CUST_STB_4708,27,Female,Urban,86421,41282,454102,0.44,4,55,11,2,22493,27217,235925,18,stable
CUST_DEC_730,62,Female,Semi-Urban,97549,95356,3242104,0.8,1,25,68,5,43266,15840,208470,9,decrease
CUST_STB_8391,27,Male,Semi-Urban,65623,27729,360477,0.46,3,64,17,1,22825,25739,216829,13,stable
CUST_STB_11538,56,Female,Urban,141346,61964,495712,0.46,3,54,21,2,14634,17601,278309,17,stable
CUST_INC_3506,26,Male,Urban,65489,3200,19200,0.12,1,91,9,1,38535,22354,117520,29,increase
CUST_DEC_3179,52,Female,Urban,109102,65609,1312180,1.0,3,36,41,6,5989,1067,309354,9,decrease
CUST_STB_10298,61,Male,Urban,123323,56582,622402,0.41,3,58,22,2,28327,35275,289591,16,stable
CUST_DEC_4997,46,Male,Rural,20581,12711,203376,0.83,2,40,70,5,26564,13479,122288,12,decrease
CUST_STB_5707,60,Female,Semi-Urban,99860,43135,733295,0.48,1,56,26,2,26924,37998,177386,18,stable
CUST_INC_4189,45,Male,Urban,102606,5627,33762,0.3,2,97,3,1,9708,34014,170653,34,increase
CUST_DEC_2512,44,Male,Semi-Urban,52598,29683,623343,0.91,4,6,30,5,33648,42004,185814,8,decrease
CUST_STB_2009,27,Male,Semi-Urban,68420,31175,561150,0.44,1,53,26,1,12907,3372,226951,15,stable
CUST_STB_10866,43,Female,Urban,72654,34827,243789,0.45,4,58,10,2,36034,17539,226473,24,stable
CUST_STB_10891,31,Female,Urban,128584,51526,721364,0.44,3,51,19,2,36238,16090,301771,19,stable
CUST_DEC_684,40,Male,Urban,111264,81110,1135540,0.97,4,31,78,4,15461,34909,282814,10,decrease
CUST_STB_7657,39,Male,Urban,80134,37596,263172,0.43,4,50,16,1,5288,24913,252577,18,stable
CUST_DEC_3773,50,Male,Urban,101210,86990,1478830,0.76,2,48,76,7,36501,7083,145854,8,decrease
CUST_DEC_3846,53,Male,Semi-Urban,65627,39452,512876,0.94,3,7,46,7,20705,8495,227508,12,decrease
CUST_STB_12457,45,Female,Rural,46728,17149,222937,0.47,3,57,24,1,6062,29310,75812,18,stable
CUST_STB_1484,49,Female,Urban,41979,17018,306324,0.41,4,55,16,1,32881,31177,174543,17,stable
CUST_DEC_2684,40,Female,Urban,86979,67245,2084595,0.95,3,14,46,3,38293,14625,200104,12,decrease
CUST_STB_4991,44,Male,Rural,41011,20085,220935,0.45,2,58,10,1,14501,37380,53440,13,stable
CUST_DEC_3144,44,Female,Urban,91086,76298,1602258,0.95,4,21,56,7,17698,23436,322141,7,decrease
CUST_STB_10791,47,Female,Semi-Urban,57844,27663,497934,0.42,1,49,29,2,20252,25482,148872,12,stable
CUST_STB_11353,35,Female,Urban,97149,43110,431100,0.44,2,46,18,2,12880,21780,162771,15,stable
CUST_INC_4644,54,Female,Rural,48817,4800,24000,0.11,3,96,4,1,19811,10875,148772,35,increase
CUST_INC_4886,21,Female,Semi-Urban,85474,11928,47712,0.28,4,99,8,1,25400,26050,73448,24,increase
CUST_RND_1071,52,Female,Semi-Urban,23540,62867,101045,0.1,4,24,2,9,32881,37169,394812,10,increase
CUST_INC_4033,24,Male,Semi-Urban,48820,5667,39669,0.27,4,86,4,1,45266,5482,182690,32,increase
CUST_STB_1902,25,Female,Semi-Urban,87468,40518,567252,0.44,2,55,22,1,45205,11371,77591,12,stable
CUST_STB_7407,43,Female,Rural,38334,18724,149792,0.49,3,54,26,2,27498,3514,105233,12,stable
CUST_DEC_251,46,Male,Urban,142714,93330,1866600,0.94,4,32,87,4,33475,31729,270504,6,decrease
CUST_STB_7186,45,Female,Urban,128358,55747,390229,0.42,4,55,28,2,5975,12289,293367,20,stable
CUST_STB_12646,28,Female,Urban,110400,38772,271404,0.46,3,51,12,2,5766,29268,151881,20,stable
CUST_STB_4204,37,Male,Urban,68107,32637,424281,0.44,2,62,26,2,10060,24861,368064,15,stable
CUST_DEC_222,49,Male,Urban,109752,67729,2031870,0.72,3,28,33,3,49878,415,276677,6,decrease
CUST_DEC_1583,28,Female,Semi-Urban,61220,39717,1032642,0.73,4,15,53,6,6725,49105,163458,9,decrease
CUST_STB_10460,23,Female,Semi-Urban,80292,34242,445146,0.46,3,51,19,2,33388,39360,102964,18,stable
CUST_INC_4665,47,Female,Urban,58568,11282,67692,0.29,4,85,3,1,25111,49440,284855,35,increase
CUST_STB_9301,53,Male,Rural,22441,7899,102687,0.46,2,55,22,1,33733,7165,124991,14,stable
CUST_STB_12658,55,Female,Urban,95822,36093,505302,0.49,1,58,10,1,10471,21835,299487,14,stable
CUST_DEC_2985,45,Female,Semi-Urban,37960,32692,1111528,0.92,1,8,48,4,18495,44856,213416,6,decrease
CUST_DEC_2674,37,Female,Urban,96856,94730,2273520,0.87,2,30,65,7,5638,49276,133124,6,decrease
CUST_STB_8162,51,Male,Urban,78478,38674,502762,0.5,2,62,24,2,7386,7857,267491,18,stable
CUST_STB_6757,58,Male,Urban,125772,58416,408912,0.48,1,49,15,1,28814,43215,122919,19,stable
CUST_STB_8148,28,Female,Urban,85667,30286,212002,0.41,2,62,22,1,21605,11605,350426,22,stable
CUST_INC_3422,45,Female,Urban,100092,3393,23751,0.29,4,98,2,0,22643,25830,333735,27,increase
CUST_DEC_4902,39,Female,Rural,20806,12861,270081,0.92,3,21,50,3,35603,43672,125127,9,decrease
CUST_INC_2503,41,Female,Rural,47018,1892,13244,0.2,3,99,4,1,12583,7739,79642,31,increase
CUST_DEC_4453,34,Male,Urban,95832,67318,1817586,0.97,1,21,84,5,45299,35227,173159,7,decrease
CUST_STB_7118,62,Female,Rural,79203,32216,354376,0.47,3,50,16,1,21829,15806,141279,19,stable
CUST_STB_1948,46,Female,Urban,103649,43394,390546,0.48,4,45,25,1,21605,15684,143026,19,stable
CUST_DEC_5273,64,Female,Semi-Urban,73865,40971,983304,0.94,1,13,65,4,40420,42915,209564,10,decrease
CUST_RND_1406,32,Male,Urban,121397,72714,378254,0.43,2,27,25,4,1037,56690,262101,24,stable
CUST_INC_418,43,Female,Urban,94582,15713,62852,0.15,2,93,8,1,29942,963,126099,36,increase
CUST_DEC_2816,57,Male,Urban,48928,43233,691728,0.73,3,13,59,5,49714,23799,156001,8,decrease
CUST_DEC_4909,59,Female,Urban,129049,111399,3119172,0.96,4,7,63,7,10480,49890,267065,10,decrease
CUST_STB_10153,41,Female,Urban,42812,18488,166392,0.47,4,62,28,1,33457,7700,358486,19,stable
CUST_INC_3454,24,Male,Urban,47745,4785,38280,0.1,1,97,0,1,38033,2275,148157,36,increase
CUST_STB_8869,23,Female,Urban,84648,36793,551895,0.5,2,48,13,1,49316,27891,242724,22,stable
CUST_STB_9071,30,Female,Urban,149285,54957,879312,0.49,4,46,15,1,49911,425,311482,19,stable
CUST_STB_12710,41,Female,Semi-Urban,54772,19213,288195,0.45,4,48,28,1,7478,6630,123296,18,stable
CUST_STB_6358,41,Male,Semi-Urban,55892,19777,118662,0.44,1,63,17,1,34100,48131,64826,14,stable
CUST_STB_6509,48,Male,Urban,110750,51046,867782,0.46,2,57,19,2,35491,14449,313817,13,stable
CUST_DEC_759,57,Male,Urban,77003,56823,1534221,0.99,4,24,36,4,7030,48717,261299,11,decrease
CUST_STB_9607,38,Female,Semi-Urban,68036,26042,416672,0.43,4,64,25,2,48299,2291,183551,24,stable
CUST_STB_3777,63,Male,Urban,50974,18577,130039,0.46,1,51,17,1,35760,32023,360274,23,stable
CUST_INC_2119,42,Male,Rural,34226,5493,27465,0.11,3,90,3,0,20122,5404,64913,36,increase
CUST_DEC_1001,54,Female,Urban,144692,106233,2655825,0.83,4,28,62,3,10556,8884,232022,6,decrease
CUST_STB_3790,47,Female,Semi-Urban,37300,14873,178476,0.4,3,52,21,2,33603,45967,183754,13,stable
CUST_STB_2663,56,Female,Semi-Urban,57518,26096,156576,0.47,3,51,25,2,30583,42241,86330,18,stable
CUST_INC_1987,43,Female,Semi-Urban,32577,2140,8560,0.16,3,87,1,0,34783,21045,230869,33,increase
CUST_DEC_3150,36,Male,Semi-Urban,81175,53526,1338150,0.98,3,20,49,7,30722,26090,174475,7,decrease
CUST_STB_10245,39,Male,Semi-Urban,95688,39639,277473,0.43,1,59,21,1,31012,20463,67289,17,stable
CUST_STB_7459,24,Male,Urban,133469,66099,925386,0.46,1,58,27,1,49763,45213,371548,20,stable
CUST_STB_11192,54,Female,Urban,47464,17678,282848,0.47,1,52,25,1,28383,3878,341700,22,stable
CUST_DEC_2239,48,Female,Rural,53835,46261,1387830,0.94,2,27,80,4,41056,49179,107011,6,decrease
CUST_INC_564,55,Female,Rural,36172,5666,45328,0.29,2,92,7,1,33866,10311,85663,31,increase
CUST_STB_9620,35,Female,Semi-Urban,59643,21465,386370,0.46,2,47,18,2,35989,49838,90175,22,stable
CUST_INC_5028,31,Female,Urban,90462,17214,34428,0.27,3,87,9,1,32042,24452,274840,27,increase
CUST_INC_4446,46,Female,Urban,139135,24941,149646,0.23,2,87,5,1,6108,17750,341250,27,increase
CUST_STB_2768,53,Male,Urban,77289,35890,574240,0.47,3,53,10,2,14948,44638,293782,20,stable
CUST_STB_8252,46,Female,Urban,103671,36948,443376,0.48,4,56,24,1,26455,20232,141586,22,stable
CUST_INC_2945,27,Male,Urban,64650,4409,13227,0.22,1,99,7,1,20503,44315,158370,34,increase
CUST_STB_6189,59,Male,Rural,50135,17923,125461,0.45,3,50,29,2,43746,20607,89013,17,stable
CUST_RND_1483,33,Female,Rural,89708,48389,398989,0.49,1,80,38,4,24017,94810,189808,3,increase
CUST_STB_12790,44,Female,Semi-Urban,69829,31637,316370,0.44,4,61,13,1,25541,37916,211286,24,stable
CUST_STB_1611,27,Female,Urban,124963,44652,357216,0.44,4,55,12,1,46232,12550,363116,13,stable
CUST_STB_9761,61,Female,Urban,119826,55287,552870,0.4,2,60,21,2,28575,8452,139585,22,stable
CUST_STB_5095,46,Female,Rural,40957,18129,253806,0.46,1,47,27,2,27923,10112,51208,14,stable
CUST_DEC_3721,64,Female,Urban,110230,68764,1444044,0.92,2,27,78,4,19315,13659,215967,7,decrease
CUST_DEC_4331,54,Female,Urban,122968,109556,1972008,0.79,1,31,72,5,49491,44475,304079,9,decrease
CUST_STB_76,46,Male,Semi-Urban,67533,25553,153318,0.42,2,48,22,1,5009,16644,64328,14,stable
CUST_STB_9637,22,Female,Rural,77685,32689,555713,0.41,4,45,21,1,23600,7176,183097,17,stable
CUST_RND_1119,52,Female,Semi-Urban,104863,57230,321416,0.93,1,30,81,2,86451,57595,199607,24,decrease
CUST_STB_1109,40,Male,Urban,115955,50998,917964,0.45,2,50,22,2,36351,47168,247748,14,stable
CUST_INC_280,54,Male,Urban,103388,18331,109986,0.13,1,88,3,0,34475,40323,228684,35,increase
CUST_DEC_834,23,Female,Urban,127147,92847,2785410,0.8,1,20,35,6,14409,15080,147256,6,decrease
CUST_STB_3636,54,Male,Rural,30339,12234,146808,0.5,4,57,20,2,13882,32855,101569,21,stable
CUST_INC_1829,46,Male,Semi-Urban,66422,3319,16595,0.23,3,97,7,1,42997,25713,80105,26,increase
CUST_STB_3920,60,Male,Semi-Urban,93269,41098,246588,0.4,2,60,17,2,12311,35169,182439,24,stable
CUST_INC_1508,43,Female,Rural,36663,4315,30205,0.29,4,97,6,0,8207,29221,98703,36,increase
CUST_STB_749,61,Female,Urban,92335,38838,466056,0.43,4,53,10,1,15082,37245,250453,21,stable
CUST_DEC_3567,64,Female,Urban,149598,147143,5297148,0.99,3,21,69,7,31772,39567,368976,8,decrease
CUST_DEC_4072,53,Female,Urban,126942,120272,1683808,0.85,1,39,38,5,12637,807,363908,10,decrease
CUST_INC_315,47,Male,Urban,100085,15150,30300,0.2,1,96,8,0,34534,37625,111061,29,increase
CUST_INC_4173,58,Female,Semi-Urban,66989,7861,15722,0.2,1,95,2,1,49993,30665,227996,26,increase
CUST_STB_12866,38,Female,Semi-Urban,72464,25682,410912,0.49,4,57,15,1,46002,31982,234891,17,stable
CUST_STB_11582,52,Male,Rural,68335,25024,450432,0.49,3,64,25,2,6050,19028,182775,22,stable
CUST_STB_4141,59,Male,Urban,42676,17413,226369,0.43,2,59,19,1,14524,2716,101215,20,stable
CUST_STB_6249,35,Female,Urban,104839,51286,666718,0.5,1,60,11,2,42861,5221,292028,22,stable
CUST_DEC_4389,44,Female,Urban,88412,57622,921952,0.76,3,4,69,7,33598,30931,251278,7,decrease
CUST_INC_2168,60,Male,Urban,78027,6831,40986,0.27,2,97,0,0,28798,34842,237464,36,increase
CUST_STB_11702,53,Male,Semi-Urban,42581,19711,157688,0.42,1,60,21,2,21856,49463,241924,20,stable
CUST_STB_12679,25,Male,Urban,75561,31582,221074,0.41,3,48,11,2,6182,2210,371956,12,stable
CUST_STB_2158,49,Female,Rural,70840,32991,296919,0.42,3,59,25,2,7981,12785,187583,13,stable
CUST_INC_4633,22,Male,Urban,66776,6653,46571,0.13,4,89,1,1,28869,14089,145772,35,increase
CUST_STB_3779,50,Female,Semi-Urban,28033,10200,61200,0.49,4,64,21,1,27537,24836,75471,16,stable
CUST_STB_2222,49,Female,Semi-Urban,40092,16035,160350,0.47,1,49,26,2,33611,9365,118552,21,stable
CUST_INC_4602,34,Female,Rural,59395,4164,8328,0.24,2,97,5,0,23874,11296,197438,26,increase
CUST_INC_4751,41,Female,Urban,130589,13790,96530,0.24,2,99,8,1,18077,1241,207840,31,increase
CUST_STB_1711,37,Female,Urban,60271,24684,222156,0.44,2,56,23,1,10049,43086,218469,16,stable
CUST_STB_260,58,Female,Urban,101049,46994,657916,0.48,3,47,12,2,21743,15434,136027,23,stable
CUST_STB_2506,22,Female,Semi-Urban,32413,12625,113625,0.47,4,60,24,2,47186,7575,172875,15,stable
CUST_STB_972,57,Female,Semi-Urban,63057,30905,432670,0.42,3,54,24,1,15489,32692,194169,22,stable
CUST_INC_4684,35,Male,Semi-Urban,70932,9069,54414,0.12,4,93,3,1,30510,15300,243425,28,increase
CUST_RND_129,34,Female,Semi-Urban,106005,60242,361760,0.57,6,10,94,1,76727,99813,197135,10,increase
CUST_STB_6601,64,Female,Urban,48462,18346,128422,0.43,1,59,29,2,39793,368,210367,18,stable
CUST_STB_9587,56,Female,Urban,131976,52767,738738,0.48,3,58,24,2,12042,23800,118159,24,stable
